Connection/Authentication	user	No		-2147483647	all versions	 The user to connect as 
High Availability and Clustering	slowQueryThresholdMillis	No	2000	9	3.1.2	 If 'logSlowQueries' is enabled, how long should a query (in ms) before it is logged as 'slow'? 
High Availability and Clustering	slowQueryThresholdNanos	No	0	10	5.0.7	 If 'useNanosForElapsedTime' is set to true, and this property is set to a non-zero value, the driver will use this threshold (in nanosecond units) to determine if a query was slow. 
High Availability and Clustering	useUsageAdvisor	No	false	10	3.1.1	 Should the driver issue 'usage' warnings advising proper and efficient usage of JDBC and MySQL Connector/J to the log (true/false, defaults to 'false')? 
High Availability and Clustering	autoGenerateTestcaseScript	No	false	alpha	3.1.9	 Should the driver dump the SQL it is executing, including server-side prepared statements to STDERR? 
High Availability and Clustering	autoSlowLog	No	true	alpha	5.1.4	 Instead of using slowQueryThreshold* to determine if a query is slow enough to be logged, maintain statistics that allow the driver to determine queries that are outside the 99th percentile? 
High Availability and Clustering	clientInfoProvider	No	com.mysql.jdbc.JDBC4CommentClientInfoProvider	alpha	5.1.0	 The name of a class that implements the com.mysql.jdbc.JDBC4ClientInfoProvider interface in order to support JDBC-4.0's Connection.get/setClientInfo() methods 
High Availability and Clustering	dumpMetadataOnColumnNotFound	No	false	alpha	3.1.13	 Should the driver dump the field-level metadata of a result set into the exception message when ResultSet.findColumn() fails? 
High Availability and Clustering	dumpQueriesOnException	No	false	alpha	3.1.3	 Should the driver dump the contents of the query sent to the server in the message for SQLExceptions? 
High Availability and Clustering	enablePacketDebug	No	false	alpha	3.1.3	 When enabled, a ring-buffer of 'packetDebugBufferSize' packets will be kept, and dumped when exceptions are thrown in key areas in the driver's code 
High Availability and Clustering	explainSlowQueries	No	false	alpha	3.1.2	 If 'logSlowQueries' is enabled, should the driver automatically issue an 'EXPLAIN' on the server and send the results to the configured log at a WARN level? 
High Availability and Clustering	includeInnodbStatusInDeadlockExceptions	No	false	alpha	5.0.7	 Include the output of "SHOW ENGINE INNODB STATUS" in exception messages when deadlock exceptions are detected? 
High Availability and Clustering	includeThreadDumpInDeadlockExceptions	No	false	alpha	5.1.15	 Include a current Java thread dump in exception messages when deadlock exceptions are detected? 
High Availability and Clustering	includeThreadNamesAsStatementComment	No	false	alpha	5.1.15	 Include the name of the current thread as a comment visible in "SHOW PROCESSLIST", or in Innodb deadlock dumps, useful in correlation with "includeInnodbStatusInDeadlockExceptions=true" and "includeThreadDumpInDeadlockExceptions=true". 
High Availability and Clustering	logSlowQueries	No	false	alpha	3.1.2	 Should queries that take longer than 'slowQueryThresholdMillis' be logged? 
High Availability and Clustering	logXaCommands	No	false	alpha	5.0.5	 Should the driver log XA commands sent by MysqlXaConnection to the server, at the DEBUG level of logging? 
High Availability and Clustering	profilerEventHandler	No	com.mysql.jdbc.profiler.LoggingProfilerEventHandler	alpha	5.1.6	 Name of a class that implements the interface com.mysql.jdbc.profiler.ProfilerEventHandler that will be used to handle profiling/tracing events. 
High Availability and Clustering	resultSetSizeThreshold	No	100	alpha	5.0.5	 If the usage advisor is enabled, how many rows should a result set contain before the driver warns that it is suspiciously large? 
High Availability and Clustering	traceProtocol	No	false	alpha	3.1.2	 Should trace-level network protocol be logged? 
High Availability and Clustering	useNanosForElapsedTime	No	false	alpha	5.0.7	 For profiling/debugging functionality that measures elapsed time, should the driver try to use nanoseconds resolution if available (JDK &gt;= 1.5)? 
High Availability and Clustering	useUnicode	No	true	0	1.1g	 Should the driver use Unicode character encodings when handling strings? Should only be used when the driver can't determine the character set mapping, or you are trying to 'force' the driver to use a character set that MySQL either doesn't natively support (such as UTF-8), true/false, defaults to 'true' 
High Availability and Clustering	characterEncoding	No		5	1.1g	 If 'useUnicode' is set to true, what character encoding should the driver use when dealing with strings? (defaults is to 'autodetect') 
High Availability and Clustering	characterSetResults	No		6	3.0.13	 Character set to tell the server to return results as. 
High Availability and Clustering	connectionAttributes	No		7	5.1.25	 A comma-delimited list of user-defined key:value pairs (in addition to standard MySQL-defined key:value pairs) to be passed to MySQL Server for display as connection attributes in the PERFORMANCE_SCHEMA.SESSION_CONNECT_ATTRS table. Example usage: connectionAttributes=key1:value1,key2:value2 This functionality is available for use with MySQL Server version 5.6 or later only. Earlier versions of MySQL Server do not support connection attributes, causing this configuration option to be ignored. Setting connectionAttributes=none will cause connection attribute processing to be bypassed, for situations where Connection creation/initialization speed is critical. 
High Availability and Clustering	connectionCollation	No		7	3.0.13	 If set, tells the server to use this collation via 'set collation_connection' 
High Availability and Clustering	useBlobToStoreUTF8OutsideBMP	No	false	128	5.1.3	 Tells the driver to treat [MEDIUM/LONG]BLOB columns as [LONG]VARCHAR columns holding text encoded in UTF-8 that has characters outside the BMP (4-byte encodings), which MySQL server can't handle natively. 
High Availability and Clustering	utf8OutsideBmpExcludedColumnNamePattern	No		129	5.1.3	 When "useBlobToStoreUTF8OutsideBMP" is set to "true", column names matching the given regex will still be treated as BLOBs unless they match the regex specified for "utf8OutsideBmpIncludedColumnNamePattern". The regex must follow the patterns used for the java.util.regex package. 
High Availability and Clustering	utf8OutsideBmpIncludedColumnNamePattern	No		129	5.1.3	 Used to specify exclusion rules to "utf8OutsideBmpExcludedColumnNamePattern". The regex must follow the patterns used for the java.util.regex package. 
High Availability and Clustering	loadBalanceEnableJMX	No	false	2147483647	5.1.13	 Enables JMX-based management of load-balanced connection groups, including live addition/removal of hosts from load-balancing pool. 
High Availability and Clustering	loadBalanceHostRemovalGracePeriod	No	15000	2147483647	5.1.39	 Sets the grace period to wait for a host being removed from a load-balanced connection, to be released when it is currently the active host. 
High Availability and Clustering	sessionVariables	No		2147483647	3.1.8	 A comma or semicolon separated list of name=value pairs to be sent as SET [SESSION] ... to the server when the driver connects. 
High Availability and Clustering	useColumnNamesInFindColumn	No	false	2147483647	5.1.7	 Prior to JDBC-4.0, the JDBC specification had a bug related to what could be given as a "column name" to ResultSet methods like findColumn(), or getters that took a String property. JDBC-4.0 clarified "column name" to mean the label, as given in an "AS" clause and returned by ResultSetMetaData.getColumnLabel(), and if no AS clause, the column name. Setting this property to "true" will give behavior that is congruent to JDBC-3.0 and earlier versions of the JDBC specification, but which because of the specification bug could give unexpected results. This property is preferred over "useOldAliasMetadataBehavior" unless you need the specific behavior that it provides with respect to ResultSetMetadata. 
High Availability and Clustering	allowNanAndInf	No	false	alpha	3.1.5	 Should the driver allow NaN or +/- INF values in PreparedStatement.setDouble()? 
High Availability and Clustering	autoClosePStmtStreams	No	false	alpha	3.1.12	 Should the driver automatically call .close() on streams/readers passed as arguments via set*() methods? 
High Availability and Clustering	autoDeserialize	No	false	alpha	3.1.5	 Should the driver automatically detect and de-serialize objects stored in BLOB fields? 
High Availability and Clustering	blobsAreStrings	No	false	alpha	5.0.8	 Should the driver always treat BLOBs as Strings - specifically to work around dubious metadata returned by the server for GROUP BY clauses? 
High Availability and Clustering	cacheDefaultTimezone	No	true	alpha	5.1.35	 Caches client's default time zone. This results in better performance when dealing with time zone conversions in Date and Time data types, however it won't be aware of time zone changes if they happen at runtime. 
High Availability and Clustering	capitalizeTypeNames	No	true	alpha	2.0.7	 Capitalize type names in DatabaseMetaData? (usually only useful when using WebObjects, true/false, defaults to 'false') 
High Availability and Clustering	clobCharacterEncoding	No		alpha	5.0.0	 The character encoding to use for sending and retrieving TEXT, MEDIUMTEXT and LONGTEXT values instead of the configured connection characterEncoding 
High Availability and Clustering	clobberStreamingResults	No	false	alpha	3.0.9	 This will cause a 'streaming' ResultSet to be automatically closed, and any outstanding data still streaming from the server to be discarded if another query is executed before all the data has been read from the server. 
High Availability and Clustering	compensateOnDuplicateKeyUpdateCounts	No	false	alpha	5.1.7	 Should the driver compensate for the update counts of "ON DUPLICATE KEY" INSERT statements (2 = 1, 0 = 1) when using prepared statements? 
High Availability and Clustering	continueBatchOnError	No	true	alpha	3.0.3	 Should the driver continue processing batch commands if one statement fails. The JDBC spec allows either way (defaults to 'true'). 
High Availability and Clustering	createDatabaseIfNotExist	No	false	alpha	3.1.9	 Creates the database given in the URL if it doesn't yet exist. Assumes the configured user has permissions to create databases. 
High Availability and Clustering	detectCustomCollations	No	false	alpha	5.1.29	 Should the driver detect custom charsets/collations installed on server (true/false, defaults to 'false'). If this option set to 'true' driver gets actual charsets/collations from server each time connection establishes. This could slow down connection initialization significantly. 
High Availability and Clustering	emptyStringsConvertToZero	No	true	alpha	3.1.8	 Should the driver allow conversions from empty string fields to numeric values of '0'? 
High Availability and Clustering	emulateLocators	No	false	alpha	3.1.0	 Should the driver emulate java.sql.Blobs with locators? With this feature enabled, the driver will delay loading the actual Blob data until the one of the retrieval methods (getInputStream(), getBytes(), and so forth) on the blob data stream has been accessed. For this to work, you must use a column alias with the value of the column to the actual name of the Blob. The feature also has the following restrictions: The SELECT that created the result set must reference only one table, the table must have a primary key; the SELECT must alias the original blob column name, specified as a string, to an alternate name; the SELECT must cover all columns that make up the primary key. 
High Availability and Clustering	emulateUnsupportedPstmts	No	true	alpha	3.1.7	 Should the driver detect prepared statements that are not supported by the server, and replace them with client-side emulated versions? 
High Availability and Clustering	exceptionInterceptors	No		alpha	5.1.8	 Comma-delimited list of classes that implement com.mysql.jdbc.ExceptionInterceptor. These classes will be instantiated one per Connection instance, and all SQLExceptions thrown by the driver will be allowed to be intercepted by these interceptors, in a chained fashion, with the first class listed as the head of the chain. 
High Availability and Clustering	functionsNeverReturnBlobs	No	false	alpha	5.0.8	 Should the driver always treat data from functions returning BLOBs as Strings - specifically to work around dubious metadata returned by the server for GROUP BY clauses? 
High Availability and Clustering	generateSimpleParameterMetadata	No	false	alpha	5.0.5	 Should the driver generate simplified parameter metadata for PreparedStatements when no metadata is available either because the server couldn't support preparing the statement, or server-side prepared statements are disabled? 
High Availability and Clustering	getProceduresReturnsFunctions	No	true	alpha	5.1.26	 Pre-JDBC4 DatabaseMetaData API has only the getProcedures() and getProcedureColumns() methods, so they return metadata info for both stored procedures and functions. JDBC4 was extended with the getFunctions() and getFunctionColumns() methods and the expected behaviours of previous methods are not well defined. For JDBC4 and higher, default 'true' value of the option means that calls of DatabaseMetaData.getProcedures() and DatabaseMetaData.getProcedureColumns() return metadata for both procedures and functions as before, keeping backward compatibility. Setting this property to 'false' decouples Connector/J from its pre-JDBC4 behaviours for DatabaseMetaData.getProcedures() and DatabaseMetaData.getProcedureColumns(), forcing them to return metadata for procedures only. 
High Availability and Clustering	ignoreNonTxTables	No	false	alpha	3.0.9	 Ignore non-transactional table warning for rollback? (defaults to 'false'). 
High Availability and Clustering	jdbcCompliantTruncation	No	true	alpha	3.1.2	 Should the driver throw java.sql.DataTruncation exceptions when data is truncated as is required by the JDBC specification when connected to a server that supports warnings (MySQL 4.1.0 and newer)? This property has no effect if the server sql-mode includes STRICT_TRANS_TABLES. 
High Availability and Clustering	loadBalanceAutoCommitStatementRegex	No		alpha	5.1.15	 When load-balancing is enabled for auto-commit statements (via loadBalanceAutoCommitStatementThreshold), the statement counter will only increment when the SQL matches the regular expression. By default, every statement issued matches. 
High Availability and Clustering	loadBalanceAutoCommitStatementThreshold	No	0	alpha	5.1.15	 When auto-commit is enabled, the number of statements which should be executed before triggering load-balancing to rebalance. Default value of 0 causes load-balanced connections to only rebalance when exceptions are encountered, or auto-commit is disabled and transactions are explicitly committed or rolled back. 
High Availability and Clustering	loadBalanceBlacklistTimeout	No	0	alpha	5.1.0	 Time in milliseconds between checks of servers which are unavailable, by controlling how long a server lives in the global blacklist. 
High Availability and Clustering	loadBalanceConnectionGroup	No		alpha	5.1.13	 Logical group of load-balanced connections within a classloader, used to manage different groups independently. If not specified, live management of load-balanced connections is disabled. 
High Availability and Clustering	loadBalanceExceptionChecker	No	com.mysql.jdbc.StandardLoadBalanceExceptionChecker	alpha	5.1.13	 Fully-qualified class name of custom exception checker. The class must implement com.mysql.jdbc.LoadBalanceExceptionChecker interface, and is used to inspect SQLExceptions and determine whether they should trigger fail-over to another host in a load-balanced deployment. 
High Availability and Clustering	loadBalancePingTimeout	No	0	alpha	5.1.13	 Time in milliseconds to wait for ping response from each of load-balanced physical connections when using load-balanced Connection. 
High Availability and Clustering	loadBalanceSQLExceptionSubclassFailover	No		alpha	5.1.13	 Comma-delimited list of classes/interfaces used by default load-balanced exception checker to determine whether a given SQLException should trigger failover. The comparison is done using Class.isInstance(SQLException) using the thrown SQLException. 
High Availability and Clustering	loadBalanceSQLStateFailover	No		alpha	5.1.13	 Comma-delimited list of SQLState codes used by default load-balanced exception checker to determine whether a given SQLException should trigger failover. The SQLState of a given SQLException is evaluated to determine whether it begins with any value in the comma-delimited list. 
High Availability and Clustering	loadBalanceValidateConnectionOnSwapServer	No	false	alpha	5.1.13	 Should the load-balanced Connection explicitly check whether the connection is live when swapping to a new physical connection at commit/rollback? 
High Availability and Clustering	maxRows	No	-1	alpha	all versions	 The maximum number of rows to return (0, the default means return all rows). 
High Availability and Clustering	netTimeoutForStreamingResults	No	600	alpha	5.1.0	 What value should the driver automatically set the server setting 'net_write_timeout' to when the streaming result sets feature is in use? (value has unit of seconds, the value '0' means the driver will not try and adjust this value) 
High Availability and Clustering	noAccessToProcedureBodies	No	false	alpha	5.0.3	 When determining procedure parameter types for CallableStatements, and the connected user can't access procedure bodies through "SHOW CREATE PROCEDURE" or select on mysql.proc should the driver instead create basic metadata (all parameters reported as IN VARCHARs, but allowing registerOutParameter() to be called on them anyway) instead of throwing an exception? 
High Availability and Clustering	noDatetimeStringSync	No	false	alpha	3.1.7	 Don't ensure that ResultSet.getDatetimeType().toString().equals(ResultSet.getString()) 
High Availability and Clustering	noTimezoneConversionForDateType	No	true	alpha	5.1.35	 Don't convert DATE values using the server time zone if 'useTimezone'='true' or 'useLegacyDatetimeCode'='false' 
High Availability and Clustering	noTimezoneConversionForTimeType	No	false	alpha	5.0.0	 Don't convert TIME values using the server time zone if 'useTimezone'='true' 
High Availability and Clustering	nullCatalogMeansCurrent	No	true	alpha	3.1.8	 When DatabaseMetadataMethods ask for a 'catalog' parameter, does the value null mean use the current catalog? (this is not JDBC-compliant, but follows legacy behavior from earlier versions of the driver) 
High Availability and Clustering	nullNamePatternMatchesAll	No	true	alpha	3.1.8	 Should DatabaseMetaData methods that accept *pattern parameters treat null the same as '%' (this is not JDBC-compliant, however older versions of the driver accepted this departure from the specification) 
High Availability and Clustering	overrideSupportsIntegrityEnhancementFacility	No	false	alpha	3.1.12	 Should the driver return "true" for DatabaseMetaData.supportsIntegrityEnhancementFacility() even if the database doesn't support it to workaround applications that require this method to return "true" to signal support of foreign keys, even though the SQL specification states that this facility contains much more than just foreign key support (one such application being OpenOffice)? 
High Availability and Clustering	padCharsWithSpace	No	false	alpha	5.0.6	 If a result set column has the CHAR type and the value does not fill the amount of characters specified in the DDL for the column, should the driver pad the remaining characters with space (for ANSI compliance)? 
High Availability and Clustering	pedantic	No	false	alpha	3.0.0	 Follow the JDBC spec to the letter. 
High Availability and Clustering	pinGlobalTxToPhysicalConnection	No	false	alpha	5.0.1	 When using XAConnections, should the driver ensure that operations on a given XID are always routed to the same physical connection? This allows the XAConnection to support "XA START ... JOIN" after "XA END" has been called 
High Availability and Clustering	populateInsertRowWithDefaultValues	No	false	alpha	5.0.5	 When using ResultSets that are CONCUR_UPDATABLE, should the driver pre-populate the "insert" row with default values from the DDL for the table used in the query so those values are immediately available for ResultSet accessors? This functionality requires a call to the database for metadata each time a result set of this type is created. If disabled (the default), the default values will be populated by the an internal call to refreshRow() which pulls back default values and/or values changed by triggers. 
High Availability and Clustering	processEscapeCodesForPrepStmts	No	true	alpha	3.1.12	 Should the driver process escape codes in queries that are prepared? Default escape processing behavior in non-prepared statements must be defined with the property 'enableEscapeProcessing'. 
High Availability and Clustering	queryTimeoutKillsConnection	No	false	alpha	5.1.9	 If the timeout given in Statement.setQueryTimeout() expires, should the driver forcibly abort the Connection instead of attempting to abort the query? 
High Availability and Clustering	relaxAutoCommit	No	false	alpha	2.0.13	 If the version of MySQL the driver connects to does not support transactions, still allow calls to commit(), rollback() and setAutoCommit() (true/false, defaults to 'false')? 
High Availability and Clustering	retainStatementAfterResultSetClose	No	false	alpha	3.1.11	 Should the driver retain the Statement reference in a ResultSet after ResultSet.close() has been called. This is not JDBC-compliant after JDBC-4.0. 
High Availability and Clustering	rollbackOnPooledClose	No	true	alpha	3.0.15	 Should the driver issue a rollback() when the logical connection in a pool is closed? 
High Availability and Clustering	runningCTS13	No	false	alpha	3.1.7	 Enables workarounds for bugs in Sun's JDBC compliance testsuite version 1.3 
High Availability and Clustering	sendFractionalSeconds	No	true	alpha	5.1.37	 Send fractional part from TIMESTAMP seconds. If set to false, the nanoseconds value of TIMESTAMP values will be truncated before sending any data to the server. This option applies only to prepared statements, callable statements or updatable result sets. 
High Availability and Clustering	serverTimezone	No		alpha	3.0.2	 Override detection/mapping of time zone. Used when time zone from server doesn't map to Java time zone 
High Availability and Clustering	statementInterceptors	No		alpha	5.1.1	 A comma-delimited list of classes that implement "com.mysql.jdbc.StatementInterceptor" that should be placed "in between" query execution to influence the results. StatementInterceptors are "chainable", the results returned by the "current" interceptor will be passed on to the next in in the chain, from left-to-right order, as specified in this property. 
High Availability and Clustering	strictFloatingPoint	No	false	alpha	3.0.0	 Used only in older versions of compliance test 
High Availability and Clustering	strictUpdates	No	true	alpha	3.0.4	 Should the driver do strict checking (all primary keys selected) of updatable result sets (true, false, defaults to 'true')? 
High Availability and Clustering	tinyInt1isBit	No	true	alpha	3.0.16	 Should the driver treat the datatype TINYINT(1) as the BIT type (because the server silently converts BIT -&gt; TINYINT(1) when creating tables)? 
High Availability and Clustering	transformedBitIsBoolean	No	false	alpha	3.1.9	 If the driver converts TINYINT(1) to a different type, should it use BOOLEAN instead of BIT for future compatibility with MySQL-5.0, as MySQL-5.0 has a BIT type? 
High Availability and Clustering	treatUtilDateAsTimestamp	No	true	alpha	5.0.5	 Should the driver treat java.util.Date as a TIMESTAMP for the purposes of PreparedStatement.setObject()? 
High Availability and Clustering	ultraDevHack	No	false	alpha	2.0.3	 Create PreparedStatements for prepareCall() when required, because UltraDev is broken and issues a prepareCall() for _all_ statements? (true/false, defaults to 'false') 
High Availability and Clustering	useAffectedRows	No	false	alpha	5.1.7	 Don't set the CLIENT_FOUND_ROWS flag when connecting to the server (not JDBC-compliant, will break most applications that rely on "found" rows vs. "affected rows" for DML statements), but does cause "correct" update counts from "INSERT ... ON DUPLICATE KEY UPDATE" statements to be returned by the server. 
High Availability and Clustering	useGmtMillisForDatetimes	No	false	alpha	3.1.12	 Convert between session time zone and GMT before creating Date and Timestamp instances (value of 'false' leads to legacy behavior, 'true' leads to more JDBC-compliant behavior)? This is part of the legacy date-time code, thus the property has an effect only when "useLegacyDatetimeCode=true." 
High Availability and Clustering	useHostsInPrivileges	No	true	alpha	3.0.2	 Add '@hostname' to users in DatabaseMetaData.getColumn/TablePrivileges() (true/false), defaults to 'true'. 
High Availability and Clustering	useInformationSchema	No	false	alpha	5.0.0	 When connected to MySQL-5.0.7 or newer, should the driver use the INFORMATION_SCHEMA to derive information used by DatabaseMetaData? 
High Availability and Clustering	useJDBCCompliantTimezoneShift	No	false	alpha	5.0.0	 Should the driver use JDBC-compliant rules when converting TIME/TIMESTAMP/DATETIME values' time zone information for those JDBC arguments which take a java.util.Calendar argument? This is part of the legacy date-time code, thus the property has an effect only when "useLegacyDatetimeCode=true." 
High Availability and Clustering	useLegacyDatetimeCode	No	true	alpha	5.1.6	 Use code for DATE/TIME/DATETIME/TIMESTAMP handling in result sets and statements that consistently handles time zone conversions from client to server and back again, or use the legacy code for these datatypes that has been in the driver for backwards-compatibility? Setting this property to 'false' voids the effects of "useTimezone," "useJDBCCompliantTimezoneShift," "useGmtMillisForDatetimes," and "useFastDateParsing." 
High Availability and Clustering	useOldAliasMetadataBehavior	No	false	alpha	5.0.4	 Should the driver use the legacy behavior for "AS" clauses on columns and tables, and only return aliases (if any) for ResultSetMetaData.getColumnName() or ResultSetMetaData.getTableName() rather than the original column/table name? In 5.0.x, the default value was true. 
High Availability and Clustering	useOldUTF8Behavior	No	false	alpha	3.1.6	 Use the UTF-8 behavior the driver did when communicating with 4.0 and older servers 
High Availability and Clustering	useOnlyServerErrorMessages	No	true	alpha	3.0.15	 Don't prepend 'standard' SQLState error messages to error messages returned by the server. 
High Availability and Clustering	useSSPSCompatibleTimezoneShift	No	false	alpha	5.0.5	 If migrating from an environment that was using server-side prepared statements, and the configuration property "useJDBCCompliantTimeZoneShift" set to "true", use compatible behavior when not using server-side prepared statements when sending TIMESTAMP values to the MySQL server. 
High Availability and Clustering	useServerPrepStmts	No	false	alpha	3.1.0	 Use server-side prepared statements if the server supports them? 
High Availability and Clustering	useSqlStateCodes	No	true	alpha	3.1.3	 Use SQL Standard state codes instead of 'legacy' X/Open/SQL state codes (true/false), default is 'true' 
High Availability and Clustering	useStreamLengthsInPrepStmts	No	true	alpha	3.0.2	 Honor stream length parameter in PreparedStatement/ResultSet.setXXXStream() method calls (true/false, defaults to 'true')? 
High Availability and Clustering	useTimezone	No	false	alpha	3.0.2	 Convert time/date types between client and server time zones (true/false, defaults to 'false')? This is part of the legacy date-time code, thus the property has an effect only when "useLegacyDatetimeCode=true." 
High Availability and Clustering	useUnbufferedInput	No	true	alpha	3.0.11	 Don't use BufferedInputStream for reading data from the server 
High Availability and Clustering	yearIsDateType	No	true	alpha	3.1.9	 Should the JDBC driver treat the MySQL type "YEAR" as a java.sql.Date, or as a SHORT? 
High Availability and Clustering	zeroDateTimeBehavior	No	exception	alpha	3.1.4	 What should happen when the driver encounters DATETIME values that are composed entirely of zeros (used by MySQL to represent invalid dates)? Valid values are "exception", "round" and "convertToNull". 
Security	allowMultiQueries	No	false	1	3.1.1	 Allow the use of ';' to delimit multiple queries during one statement (true/false), defaults to 'false', and does not affect the addBatch() and executeBatch() methods, which instead rely on rewriteBatchStatements. 
Security	useSSL	No	false	2	3.0.2	 Use SSL when communicating with the server (true/false), default is 'true' when connecting to MySQL 5.5.45+, 5.6.26+ or 5.7.6+, otherwise default is 'false' 
Security	requireSSL	No	false	3	3.1.0	 Require server support of SSL connection if useSSL=true? (defaults to 'false'). 
Security	verifyServerCertificate	No	true	4	5.1.6	 If "useSSL" is set to "true", should the driver verify the server's certificate? When using this feature, the keystore parameters should be specified by the "clientCertificateKeyStore*" properties, rather than system properties. Default is 'false' when connecting to MySQL 5.5.45+, 5.6.26+ or 5.7.6+ and "useSSL" was not explicitly set to "true". Otherwise default is 'true' 
Security	clientCertificateKeyStoreUrl	No		5	5.1.0	 URL to the client certificate KeyStore (if not specified, use defaults) 
Security	clientCertificateKeyStoreType	No	JKS	6	5.1.0	 KeyStore type for client certificates (NULL or empty means use the default, which is "JKS". Standard keystore types supported by the JVM are "JKS" and "PKCS12", your environment may have more available depending on what security products are installed and available to the JVM. 
Security	clientCertificateKeyStorePassword	No		7	5.1.0	 Password for the client certificates KeyStore 
Security	trustCertificateKeyStoreUrl	No		8	5.1.0	 URL to the trusted root certificate KeyStore (if not specified, use defaults) 
Security	trustCertificateKeyStoreType	No	JKS	9	5.1.0	 KeyStore type for trusted root certificates (NULL or empty means use the default, which is "JKS". Standard keystore types supported by the JVM are "JKS" and "PKCS12", your environment may have more available depending on what security products are installed and available to the JVM. 
Security	trustCertificateKeyStorePassword	No		10	5.1.0	 Password for the trusted root certificates KeyStore 
Security	enabledSSLCipherSuites	No		11	5.1.35	 If "useSSL" is set to "true", overrides the cipher suites enabled for use on the underlying SSL sockets. This may be required when using external JSSE providers or to specify cipher suites compatible with both MySQL server and used JVM. 
Security	enabledTLSProtocols	No		12	5.1.44	 If "useSSL" is set to "true", overrides the TLS protocols enabled for use on the underlying SSL sockets. This may be used to restrict connections to specific TLS versions. 
Security	allowLoadLocalInfile	No	true	2147483647	3.0.3	 Should the driver allow use of 'LOAD DATA LOCAL INFILE...' (defaults to 'true'). 
Security	allowUrlInLocalInfile	No	false	2147483647	3.1.4	 Should the driver allow URLs in 'LOAD DATA LOCAL INFILE' statements? 
Security	allowPublicKeyRetrieval	No	false	alpha	5.1.31	 Allows special handshake roundtrip to get server RSA public key directly from server. 
Security	paranoid	No	false	alpha	3.0.1	 Take measures to prevent exposure sensitive information in error messages and clear data structures holding sensitive data when possible? (defaults to 'false') 
Security	passwordCharacterEncoding	No		alpha	5.1.7	 What character encoding is used for passwords? Leaving this set to the default value (null), uses the value set in "characterEncoding" if there is one, otherwise uses UTF-8 as default encoding. If the password contains non-ASCII characters, the password encoding must match what server encoding was set to when the password was created. For passwords in other character encodings, the encoding will have to be specified with this property (or with "characterEncoding"), as it's not possible for the driver to auto-detect this. 
Security	serverRSAPublicKeyFile	No		alpha	5.1.31	 File path to the server RSA public key file for sha256_password authentication. If not specified, the public key will be retrieved from the server. 
Security	callableStmtCacheSize	No	100	5	3.1.2	 If 'cacheCallableStmts' is enabled, how many callable statements should be cached? 
Security	metadataCacheSize	No	50	5	3.1.1	 The number of queries to cache ResultSetMetadata for if cacheResultSetMetaData is set to 'true' (default 50) 
Security	useLocalSessionState	No	false	5	3.1.7	 Should the driver refer to the internal values of autocommit and transaction isolation that are set by Connection.setAutoCommit() and Connection.setTransactionIsolation() and transaction state as maintained by the protocol, rather than querying the database or blindly sending commands to the database for commit() or rollback() method calls? 
Security	useLocalTransactionState	No	false	6	5.1.7	 Should the driver use the in-transaction state provided by the MySQL protocol to determine if a commit() or rollback() should actually be sent to the database? 
Security	prepStmtCacheSize	No	25	10	3.0.10	 If prepared statement caching is enabled, how many prepared statements should be cached? 
Security	prepStmtCacheSqlLimit	No	256	11	3.0.10	 If prepared statement caching is enabled, what's the largest SQL the driver will cache the parsing for? 
Security	parseInfoCacheFactory	No	com.mysql.jdbc.PerConnectionLRUFactory	12	5.1.1	 Name of a class implementing com.mysql.jdbc.CacheAdapterFactory, which will be used to create caches for the parsed representation of client-side prepared statements. 
Security	serverConfigCacheFactory	No	com.mysql.jdbc.PerVmServerConfigCacheFactory	12	5.1.1	 Name of a class implementing com.mysql.jdbc.CacheAdapterFactory&lt;String, Map&lt;String, String&gt;&gt;, which will be used to create caches for MySQL server configuration values 
Security	alwaysSendSetIsolation	No	true	2147483647	3.1.7	 Should the driver always communicate with the database when Connection.setTransactionIsolation() is called? If set to false, the driver will only communicate with the database when the requested transaction isolation is different than the whichever is newer, the last value that was set via Connection.setTransactionIsolation(), or the value that was read from the server when the connection was established. Note that useLocalSessionState=true will force the same behavior as alwaysSendSetIsolation=false, regardless of how alwaysSendSetIsolation is set. 
Security	maintainTimeStats	No	true	2147483647	3.1.9	 Should the driver maintain various internal timers to enable idle time calculations as well as more verbose error messages when the connection to the server fails? Setting this property to false removes at least two calls to System.getCurrentTimeMillis() per query. 
Security	useCursorFetch	No	false	2147483647	5.0.0	 If connected to MySQL &gt; 5.0.2, and setFetchSize() &gt; 0 on a statement, should that statement use cursor-based fetching to retrieve rows? 
Security	blobSendChunkSize	No	1048576	alpha	3.1.9	 Chunk size to use when sending BLOB/CLOBs via ServerPreparedStatements. Note that this value cannot exceed the value of "maxAllowedPacket" and, if that is the case, then this value will be corrected automatically. 
Security	cacheCallableStmts	No	false	alpha	3.1.2	 Should the driver cache the parsing stage of CallableStatements 
Security	cachePrepStmts	No	false	alpha	3.0.10	 Should the driver cache the parsing stage of PreparedStatements of client-side prepared statements, the "check" for suitability of server-side prepared and server-side prepared statements themselves? 
Security	cacheResultSetMetadata	No	false	alpha	3.1.1	 Should the driver cache ResultSetMetaData for Statements and PreparedStatements? (Req. JDK-1.4+, true/false, default 'false') 
Security	cacheServerConfiguration	No	false	alpha	3.1.5	 Should the driver cache the results of 'SHOW VARIABLES' and 'SHOW COLLATION' on a per-URL basis? 
Security	defaultFetchSize	No	0	alpha	3.1.9	 The driver will call setFetchSize(n) with this value on all newly-created Statements 
